DATE       | LINK_SLUG   |                                            | TOPIC               | DESCRIPTION
-----------|-------------|--------------------------------------------|---------------------|--------------------------------------------------------------------------------------------------
2024-10-13 | rNOoNW9_EH0 | http://youtube.com/watch?v=rNOoNW9_EH0 | --                  | We Test The Tiniest Self Defense Gun
2024-10-06 | ZP0Y3r-pdGY | http://youtube.com/watch?v=ZP0Y3r-pdGY | --                  | The Mk12: The Most Kills of Any Precision Rifle in the US Military
2024-09-29 | j1smiOWim2o | http://youtube.com/watch?v=j1smiOWim2o | --                  | The 1911 That Functions Flawlessly 106 Years and 2 World Wars Later
2024-09-11 | khiuuZIL-Z0 | http://youtube.com/watch?v=khiuuZIL-Z0 | --                  | How Effective are Exploding Slugs and Coinshot?
2024-09-15 | nDGypzjA_9s | http://youtube.com/watch?v=nDGypzjA_9s | --                  | This Is What Subsonic Rifles Should Have Always Been
2024-09-08 | qRNm151O8sY | http://youtube.com/watch?v=qRNm151O8sY | --                  | Should You Buy A DMR? DMR basics and setup.
2024-09-01 | D8HHavHDLAc | http://youtube.com/watch?v=D8HHavHDLAc | --                  | You Can Now Own a MP7
2024-08-25 | eyvyZqGs19g | http://youtube.com/watch?v=eyvyZqGs19g | --                  | Why Does The US Military Still Use Pump Action Shotguns?
2024-08-18 | BUF8Vi7bBFo | http://youtube.com/watch?v=BUF8Vi7bBFo | --                  | The Thumper, The Grenade Launcher That Changed Everything
2024-08-11 | Gk-vDvcvIAw | http://youtube.com/watch?v=Gk-vDvcvIAw | --                  | The Classic MP5 But It's Chambered in 10MM AUTO
2024-08-04 | RMTe87kATmU | http://youtube.com/watch?v=RMTe87kATmU | reliability         | Is Your Pistol Drop Safe?
2024-07-28 | Pdy0uxaJl0E | http://youtube.com/watch?v=Pdy0uxaJl0E | evasion             | How to Evade a First World Military Thermal Drone
2024-07-21 | ZtJA9xuzAFE | http://youtube.com/watch?v=ZtJA9xuzAFE | external_ballistics | Recreating the Assassination Attempt On Donald Trump
2024-07-14 | 8TnH3KDa1FA | http://youtube.com/watch?v=8TnH3KDa1FA | --                  | This New Military Round Is Insane...
2024-07-07 | cO2GuMGpBA4 | http://youtube.com/watch?v=cO2GuMGpBA4 | --                  | Hitler’s Secret STG44 That Can Fire Around Corners
2024-06-30 | KHd7lBfhf6E | http://youtube.com/watch?v=KHd7lBfhf6E | guns: m16a4         | The M16A4; The 3 Round Burst Menace
2024-06-23 | xYTWb_f-WAY | http://youtube.com/watch?v=xYTWb_f-WAY | guns: glock-18      | The Glock 18 Machine Pistol
2024-06-16 | V7yXFMnLX2w | http://youtube.com/watch?v=V7yXFMnLX2w | --                  | How Deadly Is 300 Blackout?
2024-06-09 | ihE5vtpWrDg | http://youtube.com/watch?v=ihE5vtpWrDg | guns: ppsh-41       | This Gun is Literally a Russian Bullet Hose
2024-06-02 | Wteh3vIjzo8 | http://youtube.com/watch?v=Wteh3vIjzo8 | armor               | How Strong Is China’s Current Issued Military Helmet
---------- | ns0inyU2ew8 | http://youtube.com/watch?v=ns0inyU2ew8 | --                  | The Germans Got Pissed And Made An Insanely Accurate Sniper Rifle
---------- | FBw9iLa1vJA | http://youtube.com/watch?v=FBw9iLa1vJA | --                  | The US Army's New Mk18? The Compact SIG SPEAR ASSAULTER K
---------- | Vx0sg1xg7is | http://youtube.com/watch?v=Vx0sg1xg7is | --                  | The Gun Liberals Aren’t Scared Of But They Should Be. The Springfield M1A Scout
---------- | gZytcLxt478 | http://youtube.com/watch?v=gZytcLxt478 | --                  | The FN FS2000; The Tactical Tuna
---------- | tTAfS1addXU | http://youtube.com/watch?v=tTAfS1addXU | --                  | We Test The US Military's Newly Adopted .277 Fury Round
---------- | TW_Jt17BtRo | http://youtube.com/watch?v=TW_Jt17BtRo | --                  | Testing the RM338: The 50 CAL Replacement with Unbelievably Light Recoil
---------- | _VNTSN4nmEw | http://youtube.com/watch?v=_VNTSN4nmEw | --                  | Testing the Lethality of 8.6 BLACKOUT - The Most violent Subsonic available
---------- | CmwyCbYRXZs | http://youtube.com/watch?v=CmwyCbYRXZs | --                  | Turning Cover Into Concealment: The M240B
---------- | RYdpbRv6zps | http://youtube.com/watch?v=RYdpbRv6zps | --                  | The UNSC Just Adopted A New Battle Rifle: The BR55
---------- | 1IDrmo_1-Ig | http://youtube.com/watch?v=1IDrmo_1-Ig | --                  | This Rifle Fires Plastic Ammo; The US Army Almost Adopted it.
---------- | ANdUqpCW2SM | http://youtube.com/watch?v=ANdUqpCW2SM | --                  | The Legendary Paul Harrell
---------- | gdQS97fJY4Q | http://youtube.com/watch?v=gdQS97fJY4Q | --                  | Combat Vets from Israel Explain Urban Warfare, Drones, Insurgency tactics
---------- | cHGtjx_2qbQ | http://youtube.com/watch?v=cHGtjx_2qbQ | --                  | How Many Rounds Will A 400 Dollar AR-15 Last?
---------- | ArU-_g7FZJY | http://youtube.com/watch?v=ArU-_g7FZJY | --                  | France's Iconic Service Rifle; THE FAMAS
---------- | Tge7YMi4gJs | http://youtube.com/watch?v=Tge7YMi4gJs | --                  | Combat Vets from Ukraine Explain Drone Warfare, Trench Warfare and More
---------- | bhZH27oV8WE | http://youtube.com/watch?v=bhZH27oV8WE | --                  | This MP5 Is Chambered In 5.56? The HK53
---------- | Y_HzUum3-Jc | http://youtube.com/watch?v=Y_HzUum3-Jc | --                  | Can Breast Implants Save Your Life?
---------- | Yc5Uesjy4bU | http://youtube.com/watch?v=Yc5Uesjy4bU | internal-ballistics | We Built The Longest SILENCER In the WORLD
---------- | KC6II1bX8NM | http://youtube.com/watch?v=KC6II1bX8NM | relibility          | The Freezing Shotgun Test; What Shotgun Is Best When Frozen?
---------- | HPUJxtA5CQ8 | http://youtube.com/watch?v=HPUJxtA5CQ8 | --                  | We Test The PSA JAKL, Is It Combat Ready?
---------- | w5JTyDx7-rI | http://youtube.com/watch?v=w5JTyDx7-rI | --                  | We Test How Deadly the Legendary 5.7x28 Is
---------- | qRtZ4uub1ic | http://youtube.com/watch?v=qRtZ4uub1ic | --                  | The United Kingdom's Military Rifle - The L85A1
---------- | 5_LvFpIu8FI | http://youtube.com/watch?v=5_LvFpIu8FI | --                  | The Rarest Military Rifle in the World; The Russian AN-94
---------- | SHZXtQS20EE | http://youtube.com/watch?v=SHZXtQS20EE | terminal-ballistics | We Test Different Execution Methods with Ballistic Dummies
---------- | dDJrwI3dhkE | http://youtube.com/watch?v=dDJrwI3dhkE | testing             | We Test Video Game Trick Shots With Real Guns
---------- | XJi-6eP-QwQ | http://youtube.com/watch?v=XJi-6eP-QwQ | --                  | The Most Bizarre Sniper Rifle Ever Made
---------- | if3e7ApfuOk | http://youtube.com/watch?v=if3e7ApfuOk | terminal-ballistics | We Test How Lethal 10MM AUTO Is
---------- | vNv461fTkRY | http://youtube.com/watch?v=vNv461fTkRY | --                  | The MK18 Mod 0
---------- | 0eCECSuV3hc | http://youtube.com/watch?v=0eCECSuV3hc | --                  | Survival in a Combat Environment (Becoming Deadly In The Mountains)
---------- | akk3vV4MziM | http://youtube.com/watch?v=akk3vV4MziM | --                  | Can A Modded Lever Action 45-70 Hang With The Big Guys?
---------- | _f-0GRismLg | http://youtube.com/watch?v=_f-0GRismLg | --                  | How To Escape The City (Urban Evasion While Being Hunted)
---------- | LDqzlGBejWo | http://youtube.com/watch?v=LDqzlGBejWo | --                  | How to Evade A Professional Military (Tracking, Countertracking)
---------- | NbcXH7BqNXk | http://youtube.com/watch?v=NbcXH7BqNXk | --                  | The Flux Raider: The P320 That Transitioned To A PCC
---------- | 54UPMgSWHzU | http://youtube.com/watch?v=54UPMgSWHzU | --                  | What Does It Sound Like To Get Shot At By Subsonic Bullets?
---------- | NuZ3T_WaWjA | http://youtube.com/watch?v=NuZ3T_WaWjA | --                  | What is the Best Caliber for your SBR?
---------- | tDnD9_jnsE8 | http://youtube.com/watch?v=tDnD9_jnsE8 | --                  | Does A Bullet Proof Hoodie Actually Work? |  armor
---------- | PiIDvbABWe8 | http://youtube.com/watch?v=PiIDvbABWe8 | --                  | Rap's Favorite AK, THE DRACO
---------- | R_hnqadLbnM | http://youtube.com/watch?v=R_hnqadLbnM | --                  | The Fastest 380 SMG in the world; the Gold MAC-11
---------- | af9uKxuwLLc | http://youtube.com/watch?v=af9uKxuwLLc | --                  | The Newest Variant of the Navy SEALs Lightweight Assault Machine Gun
---------- | Nli5Z36AheE | http://youtube.com/watch?v=Nli5Z36AheE | --                  | M4 vs AK47; which is deadlier?
---------- | ns96O3ZP0qU | http://youtube.com/watch?v=ns96O3ZP0qU | --                  | The Quietest and Most Satisfying Round We Have Ever Shot
---------- | nBY2lZlmIEI | http://youtube.com/watch?v=nBY2lZlmIEI | --                  | The Deadliest Service Rifle Ever Fielded by The US Military; The M4A1
---------- | jtC9qzKcNJE | http://youtube.com/watch?v=jtC9qzKcNJE | --                  | We Fire the Wrong Calibers Through The Wrong Guns
---------- | RFbCVL4Tpgs | http://youtube.com/watch?v=RFbCVL4Tpgs | --                  | US Special Operation’s Smallest Assault Rifle
---------- | ImwYMXFiTxk | http://youtube.com/watch?v=ImwYMXFiTxk | terminal-ballistics | The Most Powerful Handgun Round Vs Human
---------- | uSrWpH-nLmo | http://youtube.com/watch?v=uSrWpH-nLmo | terminal-ballistics | How Deadly Is A 22 Pistol? 22 Pistol vs Human
---------- | 9q03ZkC4VUs | http://youtube.com/watch?v=9q03ZkC4VUs | internal-ballistics | Which barrel length is best for an AR-15? We perform the ultimate tests.
---------- | vHnygnwFp38 | http://youtube.com/watch?v=vHnygnwFp38 | --                  | The Bren 2 - Making A Name For Itself In Modern Combat
---------- | WXTbuR_fbB8 | http://youtube.com/watch?v=WXTbuR_fbB8 | --                  | PP-19 BIZON, Video Gaming’s most popular SMG
---------- | Ho1j_JfjUeI | http://youtube.com/watch?v=Ho1j_JfjUeI | --                  | We Test Chinese and High End Gas Masks with TEAR GAS so you don't have to.
---------- | etjzk4w3xHs | http://youtube.com/watch?v=etjzk4w3xHs | --                  | Ukrainian Death Drones; we hunt each other using drones
---------- | 1tcvMlCkMJM | http://youtube.com/watch?v=1tcvMlCkMJM | terminal-ballistics | How Deadly Is .380? Is It Suitable for Carry?
---------- | yErLWeooIy4 | http://youtube.com/watch?v=yErLWeooIy4 | --                  | The Beretta A300 Ultima Patrol, The Best Combat Shotgun for the Price?
---------- | VIrXvwJZE7w | http://youtube.com/watch?v=VIrXvwJZE7w | --                  | The Weirdest Weapons of the Ukraine Conflict
---------- | HDy4Gkbzx_s | http://youtube.com/watch?v=HDy4Gkbzx_s | --                  | These Air Rifles are as Powerful As A 22, Will it Replace Rimfire?
---------- | SwDoWSkiGZ4 | http://youtube.com/watch?v=SwDoWSkiGZ4 | armor               | Is The US Army’s New Helmet a Complete Disaster? The IHPS
---------- | j3BlRPtCj2E | http://youtube.com/watch?v=j3BlRPtCj2E | --                  | What weapons and calibers are best for home defense?
---------- | HUc3NTzfSm0 | http://youtube.com/watch?v=HUc3NTzfSm0 | --                  | Russia's Quietest "Sniper"? The VSS Vintorez
---------- | Sx6uqsgIaSQ | http://youtube.com/watch?v=Sx6uqsgIaSQ | --                  | The Worst Service Rifle Upgrade; The M16A2
---------- | hbrUEBNdwGY | http://youtube.com/watch?v=hbrUEBNdwGY | --                  | What Happens If A Tank Shoots Directly at a Human (Point Blank)
---------- | dOwj_1K0Ug0 | http://youtube.com/watch?v=dOwj_1K0Ug0 | --                  | We review the Mandalorian’s Disruptor Rifle. The Amban.
---------- | ER9nkOwwXro | http://youtube.com/watch?v=ER9nkOwwXro | --                  | Are the Guns of John Wick 4 actually effective?
---------- | WjnkcaPK6rI | http://youtube.com/watch?v=WjnkcaPK6rI | --                  | The (Smallest) Russian warhammer; the AKS-74U
---------- | FgF4JaDMNDM | http://youtube.com/watch?v=FgF4JaDMNDM | --                  | Will This Be Replacing The US Army’s 50 CAL?
---------- | 7YGBHxfIl2s | http://youtube.com/watch?v=7YGBHxfIl2s | loadouts            | Winter / Arctic Combat Kit Setups. Becoming Deadly in the Mountains.
---------- | W5UOjxyZiIE | http://youtube.com/watch?v=W5UOjxyZiIE | shooting            | OUTRAGEOUS comment from fan, Can He Back Up His Claim? (22 and 710 yards)
---------- | T0QlJXJRM2I | http://youtube.com/watch?v=T0QlJXJRM2I | --                  | World's Most Cursed M1 Garand, Thanks To Post Malone (Gallenson's Guns)
---------- | en_55fzWeVo | http://youtube.com/watch?v=en_55fzWeVo | --                  | Insane Russian 4 GUAGE Shotgun, the KS-23 (way bigger than a 12 guage)
---------- | h3CNLY7fSzU | http://youtube.com/watch?v=h3CNLY7fSzU | --                  | Retired SAS Operator Christian Craighead (Obi Wan Nairobi)
---------- | NFsR6KfSAgk | http://youtube.com/watch?v=NFsR6KfSAgk | terminal-ballistics | What do bullet impacts sound like? Tons of different materials shot!
